MReportValue
"B80-P44-BES-02-07, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-01, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-02, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-03, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-04, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-05, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-06, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-01-07, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-01, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-02, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-03, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-04, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-05, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-06, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-02-07, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-08, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-09, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-10, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-11, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-12, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-13, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-14, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-15, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
"B80-P43-BES-04-16, (plate.T4 + plate.T3) - (plate.T1 + plate.T2) is 0 but m-value is going the other way: m-value: 0  "
